geo_id,type,coordinates,highway,lanes,length,maxspeed
6806,LineString,"[[-8.6631496, 41.1633709], [-8.6631018, 41.1634325], [-8.6630384, 41.1635238]]",4,0,19.389,0
6807,LineString,"[[-8.6631496, 41.1633709], [-8.6631924, 41.1633104], [-8.6632325, 41.1631731], [-8.6632478, 41.1631208], [-8.663255, 41.1630962], [-8.6632604, 41.1630777], [-8.6632667, 41.1630561], [-8.6632931, 41.1629659], [-8.6633312, 41.1628356], [-8.6633457, 41.162786], [-8.6633743, 41.1627191], [-8.6634117, 41.1626433], [-8.6634612, 41.162568], [-8.6635026, 41.1625048], [-8.6635574, 41.1624501], [-8.6636387, 41.1623944], [-8.6638815, 41.1622436], [-8.6639233, 41.1622182], [-8.6640958, 41.1621283], [-8.6641936, 41.1620808], [-8.664233, 41.1620617], [-8.6643373, 41.1620109], [-8.6644722, 41.1619454], [-8.664514, 41.1619251], [-8.664554, 41.1619056], [-8.6646435, 41.1618621]]",4,0,221.11599999999999,0
6808,LineString,"[[-8.6624275, 41.1634866], [-8.6627413, 41.1635393], [-8.6629992, 41.1635826]]",11,2,49.034,0
6809,LineString,"[[-8.6622347, 41.163522], [-8.6624275, 41.1634866]]",11,0,16.613,0
6810,LineString,"[[-8.6622347, 41.163522], [-8.6623938, 41.1635486], [-8.6627165, 41.1636013]]",2,2,41.285,0
6811,LineString,"[[-8.6629592, 41.1636412], [-8.6629992, 41.1635826]]",3,0,7.3260000000000005,0
6812,LineString,"[[-8.6629592, 41.1636412], [-8.6631404, 41.1636742], [-8.6634949, 41.1637339], [-8.6636743, 41.1637641], [-8.663964, 41.1638128], [-8.6640147, 41.1638213], [-8.6643094, 41.1638709], [-8.6643864, 41.1638838]]",2,2,122.48200000000001,0
6813,LineString,"[[-8.6629592, 41.1636412], [-8.6629132, 41.1637089], [-8.6628029, 41.1638293]]",3,2,24.719,0
6814,LineString,"[[-8.6637001, 41.1636201], [-8.6632946, 41.1635514]]",2,0,34.794000000000004,0
6815,LineString,"[[-8.6637001, 41.1636201], [-8.66342, 41.1636343], [-8.6631926, 41.1636048], [-8.663161, 41.1636033], [-8.6631336, 41.163602], [-8.6630901, 41.1636069], [-8.6630534, 41.1636148], [-8.6629592, 41.1636412]]",10,0,63.058,0
6816,LineString,"[[-8.6627165, 41.1636013], [-8.6629592, 41.1636412]]",2,2,20.796,0
6817,LineString,"[[-8.6627165, 41.1636013], [-8.6627623, 41.1636345], [-8.6627905, 41.1636801], [-8.6628148, 41.1637485], [-8.6628029, 41.1638293]]",3,0,27.828000000000003,0
6818,LineString,"[[-8.6389413, 41.1667156], [-8.6391713, 41.1666513]]",12,0,20.537,0
6819,LineString,"[[-8.6389413, 41.1667156], [-8.6388841, 41.1665859], [-8.638854, 41.166479], [-8.6388426, 41.1663686], [-8.6388455, 41.1662427], [-8.6388498, 41.1661732], [-8.6388812, 41.1661158], [-8.6389341, 41.1660677], [-8.6390345, 41.1660024]]",6,0,86.352,0
6820,LineString,"[[-8.6389413, 41.1667156], [-8.6387609, 41.1667613], [-8.6387233, 41.1668239], [-8.6387212, 41.1669192], [-8.6387017, 41.1669589], [-8.638636, 41.1670148], [-8.6385959, 41.1670672], [-8.6385825, 41.1671288], [-8.6386248, 41.1671888], [-8.6386695, 41.1672427]]",12,0,75.459,0
6821,LineString,"[[-8.6398509, 41.1676681], [-8.6397367, 41.1679243], [-8.6396891, 41.1679708], [-8.6396181, 41.1680178], [-8.6395622, 41.1680343], [-8.6395015, 41.1680474], [-8.6394434, 41.1680482], [-8.639369, 41.1680384], [-8.6391647, 41.1679904], [-8.6391097, 41.1679484], [-8.639064, 41.1678924]]",6,0,97.77,0
6822,LineString,"[[-8.6398509, 41.1676681], [-8.640014, 41.1676983], [-8.6400466, 41.1677325], [-8.6400483, 41.1677759], [-8.639878, 41.1682878], [-8.639752, 41.1683625], [-8.6393845, 41.1682878], [-8.6393014, 41.168311], [-8.6388427, 41.1682897]]",12,0,173.423,0
6823,LineString,"[[-8.639064, 41.1678924], [-8.6386545, 41.168089]]",12,0,40.655,0
6824,LineString,"[[-8.639064, 41.1678924], [-8.639043, 41.1678502], [-8.6390275, 41.1677735], [-8.6390737, 41.167239]]",6,0,73.197,0
6825,LineString,"[[-8.662437, 41.1701649], [-8.6619123, 41.1694816], [-8.6618333, 41.169369], [-8.6612346, 41.1685436]]",4,0,206.49,0
6826,LineString,"[[-8.662437, 41.1701649], [-8.6624946, 41.1702498], [-8.6625727, 41.1703587]]",4,0,24.361,0
6827,LineString,"[[-8.6626456, 41.1701802], [-8.6631345, 41.1699564], [-8.6631596, 41.1699462], [-8.6632186, 41.1699239], [-8.6637775, 41.1696941], [-8.6638564, 41.1696646], [-8.6640296, 41.1695932], [-8.6642503, 41.1695049], [-8.6644046, 41.1694387], [-8.6644179, 41.1694345], [-8.664485, 41.1694062], [-8.6646254, 41.1693508], [-8.6646884, 41.1693251], [-8.6649775, 41.169207], [-8.6650485, 41.1691785], [-8.6651423, 41.1691826], [-8.6653399, 41.1691911], [-8.6654693, 41.1691968], [-8.6655013, 41.1691981], [-8.6655506, 41.1692003], [-8.6656429, 41.1692043], [-8.6656824, 41.169206], [-8.6658678, 41.169214], [-8.6669154, 41.1692595], [-8.6672271, 41.169273]]",6,0,412.645,0
6828,LineString,"[[-8.6626456, 41.1701802], [-8.6626013, 41.1701837], [-8.6625563, 41.1701854], [-8.6625005, 41.1701777], [-8.662437, 41.1701649]]",6,0,17.749000000000002,0
6829,LineString,"[[-8.6625727, 41.1703587], [-8.6626225, 41.1704274]]",4,0,8.702,0
6830,LineString,"[[-8.6625727, 41.1703587], [-8.6624946, 41.1702498], [-8.662437, 41.1701649]]",4,0,24.361,0
6831,LineString,"[[-8.6625727, 41.1703587], [-8.6626212, 41.1702398], [-8.6626456, 41.1701802]]",6,0,20.765,0
6832,LineString,"[[-8.6630656, 41.1779349], [-8.6631585, 41.1778387], [-8.6631888, 41.1778055], [-8.6634626, 41.1775206], [-8.6636816, 41.1772977], [-8.6637448, 41.1772319], [-8.6640904, 41.176872], [-8.6641275, 41.1768335], [-8.6642351, 41.1767204], [-8.664261, 41.1766932]]",4,2,170.512,0
6833,LineString,"[[-8.6630656, 41.1779349], [-8.6624402, 41.1772161], [-8.6623152, 41.1770694]]",2,2,114.92,5
6834,LineString,"[[-8.5702636, 41.1626355], [-8.5703628, 41.1626899]]",6,0,10.274000000000001,0
6835,LineString,"[[-8.5702636, 41.1626355], [-8.5701888, 41.1627213], [-8.5701634, 41.1627325], [-8.5701327, 41.1627316], [-8.5700872, 41.1627116], [-8.5691904, 41.1622434], [-8.5691569, 41.1622167], [-8.5691522, 41.1621861], [-8.5691851, 41.1620808]]",6,0,131.755,0
6836,LineString,"[[-8.5702636, 41.1626355], [-8.5702055, 41.1626008], [-8.5692969, 41.1621354], [-8.5691851, 41.1620808]]",6,0,109.361,0
6837,LineString,"[[-8.5816011, 41.1632002], [-8.5815316, 41.1632052], [-8.5814567, 41.1632163], [-8.5813459, 41.1632429], [-8.5812914, 41.1632574], [-8.5811795, 41.1633089]]",9,3,37.787,0
6838,LineString,"[[-8.5824679, 41.1637053], [-8.5824903, 41.1636494], [-8.5825123, 41.1636211], [-8.5825404, 41.1635927], [-8.5825658, 41.1635708], [-8.5826055, 41.1635446], [-8.5826499, 41.1635253], [-8.5831152, 41.1633782], [-8.5832078, 41.1633489], [-8.5845593, 41.162943], [-8.5849365, 41.1627535], [-8.5852671, 41.1623448], [-8.5854066, 41.1619619], [-8.5854103, 41.161611], [-8.5853455, 41.161368], [-8.5852123, 41.1611145], [-8.5850975, 41.1609714], [-8.5850521, 41.1609191], [-8.5850175, 41.1608546]]",9,1,463.966,0
6839,LineString,"[[-8.5824679, 41.1637053], [-8.5824176, 41.1635857], [-8.5823369, 41.163476], [-8.582229, 41.1633803]]",9,2,41.852,0
6840,LineString,"[[-8.5828235, 41.1642126], [-8.5828057, 41.1641918], [-8.58278, 41.1641764], [-8.5827491, 41.164168], [-8.5827162, 41.1641675], [-8.5826849, 41.164175], [-8.5826585, 41.1641898], [-8.5826397, 41.1642101], [-8.5826306, 41.1642339], [-8.5826322, 41.1642586], [-8.5826442, 41.1642816], [-8.5826655, 41.1643005], [-8.5826936, 41.1643133]]",6,0,33.02,0
6841,LineString,"[[-8.5826936, 41.1643133], [-8.5828245, 41.1643785], [-8.5829356, 41.1644646], [-8.5830108, 41.1645469]]",6,0,37.593,0
6842,LineString,"[[-8.5826936, 41.1643133], [-8.5827267, 41.1643186], [-8.5827602, 41.1643153], [-8.5827904, 41.164304], [-8.582814, 41.1642857], [-8.5828282, 41.1642626], [-8.5828315, 41.1642373], [-8.5828235, 41.1642126]]",6,0,19.804000000000002,0
6843,LineString,"[[-8.5818915, 41.1648344], [-8.5821416, 41.1651085], [-8.582343, 41.1653233]]",7,0,66.211,0
6844,LineString,"[[-8.5750092, 41.1651234], [-8.5748913, 41.1651332], [-8.5745264, 41.1652716]]",6,0,44.132,0
6845,LineString,"[[-8.5750092, 41.1651234], [-8.5751772, 41.1651396], [-8.5763057, 41.1657565]]",6,0,130.922,0
6846,LineString,"[[-8.5750092, 41.1651234], [-8.5749468, 41.1649674], [-8.5744741, 41.1647029], [-8.5745921, 41.1646241], [-8.5746699, 41.1646292], [-8.5750226, 41.1648301], [-8.5753029, 41.1649654], [-8.5757561, 41.1652188]]",6,0,199.312,0
6847,LineString,"[[-8.5774706, 41.1652851], [-8.5774138, 41.1652889], [-8.5773587, 41.1652999], [-8.5773068, 41.1653177]]",2,2,14.319,0
6848,LineString,"[[-8.5773068, 41.1653177], [-8.5772438, 41.1653521], [-8.577193, 41.1653964], [-8.577157, 41.1654484]]",2,2,19.543,0
6849,LineString,"[[-8.5773068, 41.1653177], [-8.5771788, 41.1652831], [-8.5769881, 41.1651819], [-8.5768149, 41.1650539], [-8.5767352, 41.1649329], [-8.5766654, 41.1647518]]",3,0,87.219,5
6850,LineString,"[[-8.582343, 41.1653233], [-8.5824273, 41.1654555], [-8.5825444, 41.1656138], [-8.5826629, 41.1657495], [-8.5829899, 41.1660386], [-8.5832291, 41.1662014], [-8.5834845, 41.1663369], [-8.5837023, 41.1664426], [-8.5839559, 41.1665326], [-8.5842183, 41.1666003], [-8.5844267, 41.1666436], [-8.5846407, 41.1666679], [-8.5852095, 41.1667019], [-8.5854133, 41.1667133], [-8.5858513, 41.166753], [-8.5862343, 41.1668255], [-8.5866687, 41.1669663]]",0,4,428.92199999999997,8
6851,LineString,"[[-8.5778092, 41.1655478], [-8.5778402, 41.1655122], [-8.5778902, 41.1654491], [-8.5779468, 41.1653996], [-8.5779852, 41.1653666], [-8.5780601, 41.1653191], [-8.5783523, 41.1651828], [-8.5784648, 41.1651039], [-8.5785733, 41.165014], [-8.5786091, 41.1649688], [-8.5786371, 41.1649085]]",9,0,101.348,0
6852,LineString,"[[-8.5778092, 41.1655478], [-8.5778048, 41.1654969], [-8.5777869, 41.1654477], [-8.5777563, 41.1654022], [-8.5777142, 41.1653622], [-8.5776624, 41.1653294], [-8.5776029, 41.165305], [-8.5775381, 41.16529], [-8.5774706, 41.1652851]]",2,2,45.38,0
6853,LineString,"[[-8.577803, 41.1655883], [-8.5778092, 41.1655478]]",2,2,4.533,0
6854,LineString,"[[-8.5821861, 41.1676465], [-8.5822508, 41.1675194]]",6,0,15.135,0
6855,LineString,"[[-8.5821861, 41.1676465], [-8.5820892, 41.1676368], [-8.5818292, 41.1676423], [-8.5815777, 41.1677043], [-8.5815013, 41.1677265], [-8.581425, 41.1677568], [-8.5813204, 41.1678711]]",12,0,81.617,0
6856,LineString,"[[-8.5762093, 41.1681527], [-8.576095, 41.1681753], [-8.5760143, 41.168196], [-8.575922, 41.1682749], [-8.5758457, 41.1683823], [-8.5758535, 41.1684369], [-8.5760917, 41.1686576], [-8.5763051, 41.1687337], [-8.5766874, 41.1691019], [-8.5768066, 41.1692932], [-8.5768961, 41.1695569]]",6,2,205.476,0
6857,LineString,"[[-8.5818994, 41.1684067], [-8.5812913, 41.1684997]]",6,0,51.941,0
6858,LineString,"[[-8.5818994, 41.1684067], [-8.5820812, 41.1683147]]",6,0,18.337,0
6859,LineString,"[[-8.5723365, 41.169028], [-8.5723481, 41.1690912], [-8.5723504, 41.1691611], [-8.5723193, 41.1692307], [-8.5722692, 41.1692948]]",9,0,31.304000000000002,0
6860,LineString,"[[-8.5723365, 41.169028], [-8.5724928, 41.169155], [-8.5725716, 41.1691815]]",9,0,26.475,0
6861,LineString,"[[-8.5727026, 41.1692068], [-8.5731608, 41.1690065], [-8.5733411, 41.1689117], [-8.5735124, 41.168806], [-8.5736678, 41.1686723]]",2,0,101.054,0
6862,LineString,"[[-8.5776622, 41.1692715], [-8.577619, 41.1692213], [-8.5775532, 41.1691872], [-8.5774767, 41.1691748], [-8.5774526, 41.169178], [-8.5774121, 41.1691835], [-8.5773971, 41.1691857], [-8.5773303, 41.1692184], [-8.5772854, 41.1692677], [-8.5772832, 41.1693261], [-8.5773202, 41.1694738]]",6,3,63.18600000000001,0
6863,LineString,"[[-8.5780886, 41.1693231], [-8.5778758, 41.1693351], [-8.5777518, 41.1693028], [-8.5776622, 41.1692715]]",6,0,37.113,0
6864,LineString,"[[-8.5780886, 41.1693231], [-8.5783188, 41.1692976], [-8.5785121, 41.1692906], [-8.5786177, 41.1692964]]",6,2,44.538000000000004,0
6865,LineString,"[[-8.5721838, 41.1694226], [-8.5727026, 41.1692068]]",2,0,49.614,0
6866,LineString,"[[-8.5721838, 41.1694226], [-8.5722155, 41.1693793], [-8.5722543, 41.1693547], [-8.5725347, 41.1692357], [-8.5725602, 41.1692113], [-8.5725716, 41.1691815]]",9,0,43.586999999999996,0
6867,LineString,"[[-8.5793386, 41.1694737], [-8.5785726, 41.1704064]]",4,0,121.931,0
6868,LineString,"[[-8.5793386, 41.1694737], [-8.5794665, 41.1693278], [-8.57953, 41.1692417], [-8.5795935, 41.1691436], [-8.57964, 41.1690604], [-8.5796936, 41.1689518], [-8.5797267, 41.1688503], [-8.5797598, 41.1687222], [-8.5798011, 41.1684475], [-8.5798024, 41.1683607], [-8.5797972, 41.168254], [-8.5797804, 41.168137]]",4,0,156.922,0
6869,LineString,"[[-8.5793386, 41.1694737], [-8.5792764, 41.169441], [-8.5791292, 41.1693817], [-8.5789034, 41.1693271], [-8.5786177, 41.1692964]]",6,2,64.334,0
6870,LineString,"[[-8.5773202, 41.1694738], [-8.5771917, 41.169499], [-8.5768961, 41.1695569]]",6,2,36.681999999999995,0
6871,LineString,"[[-8.5773202, 41.1694738], [-8.577371, 41.1696013], [-8.5774023, 41.1696485]]",6,3,20.666999999999998,0
6872,LineString,"[[-8.5777453, 41.1695314], [-8.5777464, 41.1694682], [-8.5777209, 41.1693614], [-8.5776622, 41.1692715]]",6,3,30.233,0
6873,LineString,"[[-8.5777453, 41.1695314], [-8.5778233, 41.1694403], [-8.5778892, 41.1694003]]",6,0,19.137999999999998,0
6874,LineString,"[[-8.5768961, 41.1695569], [-8.5769829, 41.1698386], [-8.576994, 41.170049], [-8.5769448, 41.1702368], [-8.5768209, 41.1704664], [-8.5769035, 41.1704903]]",6,2,111.81700000000001,0
6875,LineString,"[[-8.5768961, 41.1695569], [-8.5768066, 41.1692932], [-8.5766874, 41.1691019], [-8.5763051, 41.1687337], [-8.5760917, 41.1686576], [-8.5758535, 41.1684369], [-8.5758457, 41.1683823], [-8.575922, 41.1682749], [-8.5760143, 41.168196], [-8.576095, 41.1681753], [-8.5762093, 41.1681527]]",6,2,205.476,0
6876,LineString,"[[-8.5768961, 41.1695569], [-8.5771917, 41.169499], [-8.5773202, 41.1694738]]",6,2,36.681999999999995,0
6877,LineString,"[[-8.5777254, 41.1696065], [-8.5777453, 41.1695314]]",6,3,8.515,0
6878,LineString,"[[-8.5774023, 41.1696485], [-8.5774427, 41.1697237], [-8.577492, 41.1698731], [-8.5774593, 41.1700557], [-8.5774044, 41.1702], [-8.5773567, 41.1702999], [-8.5771631, 41.1706325], [-8.5769487, 41.170892], [-8.5768989, 41.1709512], [-8.5767326, 41.1711491], [-8.5765102, 41.1713728], [-8.5754, 41.1723322], [-8.5740811, 41.1734619], [-8.5738952, 41.1735875], [-8.5736299, 41.1737286], [-8.5735576, 41.1737769]]",6,2,579.2719999999999,0
6879,LineString,"[[-8.5774023, 41.1696485], [-8.5774574, 41.1696866], [-8.5775357, 41.1696992], [-8.5775928, 41.1696916], [-8.5776322, 41.1696792], [-8.5776803, 41.1696558], [-8.5777254, 41.1696065]]",6,3,32.844,0
6880,LineString,"[[-8.5712631, 41.1697607], [-8.570939, 41.1698965]]",2,0,31.048000000000002,0
6881,LineString,"[[-8.5712631, 41.1697607], [-8.5715221, 41.16968], [-8.5721838, 41.1694226]]",2,0,85.80799999999999,0
6882,LineString,"[[-8.5813429, 41.1698687], [-8.5813842, 41.1701104]]",6,0,27.096999999999998,0
6883,LineString,"[[-8.5813429, 41.1698687], [-8.5818994, 41.1684067]]",6,0,169.109,0
6884,LineString,"[[-8.570939, 41.1698965], [-8.5712631, 41.1697607]]",2,0,31.048000000000002,0
6885,LineString,"[[-8.570939, 41.1698965], [-8.57082, 41.1699155], [-8.5707649, 41.1699133], [-8.570717, 41.1699038], [-8.5706645, 41.1698719], [-8.5706385, 41.1698418], [-8.5705924, 41.1697681]]",9,0,37.644,0
6886,LineString,"[[-8.5769035, 41.1704903], [-8.5768209, 41.1704664], [-8.5769448, 41.1702368], [-8.576994, 41.170049], [-8.5769829, 41.1698386], [-8.5768961, 41.1695569]]",6,2,111.81700000000001,0
6887,LineString,"[[-8.5678496, 41.1723752], [-8.5677292, 41.1723318], [-8.5676088, 41.1722665], [-8.5675531, 41.1722079], [-8.5675168, 41.1721577], [-8.5674162, 41.1718354], [-8.567376, 41.1717747], [-8.567287, 41.171668], [-8.567193, 41.1715969]]",6,0,107.48,0
6888,LineString,"[[-8.5678496, 41.1723752], [-8.5679213, 41.1725113], [-8.568159, 41.1727669], [-8.5683593, 41.1729779], [-8.5683562, 41.1730195], [-8.5683402, 41.1730466], [-8.5681821, 41.1731937], [-8.568082, 41.173298]]",6,0,123.086,0
6889,LineString,"[[-8.5678496, 41.1723752], [-8.5678857, 41.1723222], [-8.5679009, 41.172257], [-8.5679551, 41.1720724]]",6,0,35.006,0
6890,LineString,"[[-8.5824323, 41.1728888], [-8.5824438, 41.1734741], [-8.5824678, 41.1735278], [-8.5825076, 41.1735785]]",6,0,77.938,0
6891,LineString,"[[-8.568082, 41.173298], [-8.5681821, 41.1731937], [-8.5683402, 41.1730466], [-8.5683562, 41.1730195], [-8.5683593, 41.1729779], [-8.568159, 41.1727669], [-8.5679213, 41.1725113], [-8.5678496, 41.1723752]]",6,0,123.086,0
6892,LineString,"[[-8.568082, 41.173298], [-8.5680056, 41.1733201], [-8.5679489, 41.1733562]]",6,0,13.067,0
6893,LineString,"[[-8.5678594, 41.1733413], [-8.5677912, 41.1732863], [-8.5677409, 41.1732251], [-8.5676206, 41.1729534], [-8.5675874, 41.1728681], [-8.5672183, 41.172045], [-8.5671679, 41.1718671], [-8.5671644, 41.1717127], [-8.567193, 41.1715969]]",2,2,205.18900000000002,0
6894,LineString,"[[-8.5679489, 41.1733562], [-8.5679041, 41.1733474], [-8.5678594, 41.1733413]]",2,2,7.6770000000000005,0
6895,LineString,"[[-8.5825076, 41.1735785], [-8.5825747, 41.1736528], [-8.5826871, 41.173741], [-8.582809, 41.1737933], [-8.5828806, 41.1738174]]",6,0,41.888999999999996,0
6896,LineString,"[[-8.5825076, 41.1735785], [-8.5824678, 41.1735278], [-8.5824438, 41.1734741], [-8.5824323, 41.1728888]]",6,0,77.938,0
6897,LineString,"[[-8.5825076, 41.1735785], [-8.582436, 41.1736125], [-8.581933, 41.1736834]]",6,0,49.918,0
6898,LineString,"[[-8.5735576, 41.1737769], [-8.5734503, 41.1738088], [-8.5732936, 41.1738854], [-8.5732169, 41.1739362], [-8.5731617, 41.1739871], [-8.5730919, 41.1740724], [-8.5730535, 41.1741575]]",6,3,62.286,0
6899,LineString,"[[-8.5832348, 41.1739543], [-8.582797, 41.1740005]]",6,2,37.001,5
6900,LineString,"[[-8.5832348, 41.1739543], [-8.5828806, 41.1738174]]",6,0,33.326,0
6901,LineString,"[[-8.5832348, 41.1739543], [-8.5834872, 41.1740228]]",6,0,22.456999999999997,0
6902,LineString,"[[-8.5710218, 41.1738699], [-8.5709518, 41.1738593], [-8.5707218, 41.17389], [-8.5705942, 41.1738827], [-8.5704232, 41.173875], [-8.5701771, 41.1738525], [-8.569737, 41.1738666], [-8.5695999, 41.1738702], [-8.5694967, 41.1739445], [-8.5694161, 41.1740809], [-8.5693618, 41.1742446]]",6,0,166.99099999999999,0
6903,LineString,"[[-8.5710218, 41.1738699], [-8.5711298, 41.173846], [-8.5712712, 41.1738448], [-8.5714269, 41.1738675], [-8.5720068, 41.1741066], [-8.5720715, 41.1741698], [-8.5721684, 41.174452]]",6,0,131.155,0
6904,LineString,"[[-8.5710218, 41.1738699], [-8.5709582, 41.1738854], [-8.5705727, 41.1739419], [-8.5703943, 41.1742276], [-8.5702841, 41.1744645], [-8.5702287, 41.1746242], [-8.5702112, 41.1747055], [-8.570212, 41.1747946], [-8.5702151, 41.174841], [-8.570243, 41.1748903], [-8.570332, 41.1749977], [-8.5705788, 41.1752561], [-8.5707194, 41.1754093], [-8.5708142, 41.1754859], [-8.5708926, 41.1755258], [-8.5710072, 41.1756119]]",6,0,253.304,0
6905,LineString,"[[-8.5739012, 41.1740443], [-8.5739699, 41.1739319], [-8.5741272, 41.1737214], [-8.574348, 41.1734942], [-8.5756678, 41.1723607], [-8.5766834, 41.1714804], [-8.5769471, 41.1712149], [-8.5771024, 41.1710498], [-8.57716, 41.1709757], [-8.5773808, 41.1706923], [-8.5775697, 41.1703628], [-8.5776222, 41.1702565], [-8.5777065, 41.1700776], [-8.5777446, 41.1698576], [-8.5777335, 41.169671], [-8.5777254, 41.1696065]]",6,2,600.854,0
6906,LineString,"[[-8.5739012, 41.1740443], [-8.5739031, 41.1739567], [-8.5738615, 41.1738768], [-8.5737798, 41.1738129], [-8.5736733, 41.1737783], [-8.5735576, 41.1737769]]",6,3,48.538999999999994,0
6907,LineString,"[[-8.5730535, 41.1741575], [-8.5730518, 41.1742434], [-8.5730946, 41.1743251]]",6,3,19.317999999999998,0
6908,LineString,"[[-8.5730535, 41.1741575], [-8.572942, 41.1742428], [-8.5728642, 41.1743528]]",6,0,27.163,0
6909,LineString,"[[-8.5747881, 41.1741818], [-8.5750852, 41.1742224], [-8.5754384, 41.1743086]]",6,0,56.35,0
6910,LineString,"[[-8.5747881, 41.1741818], [-8.5745641, 41.1741734], [-8.5741606, 41.1741842]]",6,0,52.565,0
6911,LineString,"[[-8.5747881, 41.1741818], [-8.5747237, 41.1740439], [-8.5745574, 41.1737592]]",6,0,50.836000000000006,0
6912,LineString,"[[-8.5741606, 41.1741842], [-8.5740541, 41.1741579], [-8.5739858, 41.174122], [-8.5739012, 41.1740443]]",6,0,27.524,0
6913,LineString,"[[-8.5741606, 41.1741842], [-8.5745641, 41.1741734], [-8.5747881, 41.1741818]]",6,0,52.565,0
6914,LineString,"[[-8.5737414, 41.1742501], [-8.5738551, 41.1741242], [-8.5739012, 41.1740443]]",6,3,26.614,0
6915,LineString,"[[-8.5737414, 41.1742501], [-8.5739636, 41.1742045], [-8.5741606, 41.1741842]]",6,0,35.918,0
6916,LineString,"[[-8.5730946, 41.1743251], [-8.5731746, 41.1743873]]",6,3,9.627,0
6917,LineString,"[[-8.5728642, 41.1743528], [-8.5728022, 41.1744114], [-8.572726, 41.1744724], [-8.57244, 41.1745895], [-8.5723129, 41.1745895], [-8.5722192, 41.1745453], [-8.5721684, 41.174452]]",6,0,75.995,0
6918,LineString,"[[-8.5728642, 41.1743528], [-8.5729754, 41.1743038], [-8.5730946, 41.1743251]]",6,0,21.039,0
6919,LineString,"[[-8.5731746, 41.1743873], [-8.573281, 41.1744121], [-8.5733914, 41.1744116]]",6,3,18.563,0
6920,LineString,"[[-8.5731746, 41.1743873], [-8.5731676, 41.1744628], [-8.573112, 41.1745585]]",6,0,20.03,0
6921,LineString,"[[-8.5733914, 41.1744116], [-8.5734989, 41.1743899], [-8.5736287, 41.1743275], [-8.5737414, 41.1742501]]",6,3,34.975,0
6922,LineString,"[[-8.5721684, 41.174452], [-8.5720715, 41.1741698], [-8.5720068, 41.1741066], [-8.5714269, 41.1738675], [-8.5712712, 41.1738448], [-8.5711298, 41.173846], [-8.5710218, 41.1738699]]",6,0,131.155,0
6923,LineString,"[[-8.5721684, 41.174452], [-8.5722192, 41.1745453], [-8.5723129, 41.1745895], [-8.57244, 41.1745895], [-8.572726, 41.1744724], [-8.5728022, 41.1744114], [-8.5728642, 41.1743528]]",6,0,75.995,0
6924,LineString,"[[-8.5721684, 41.174452], [-8.5722542, 41.1744305], [-8.5725147, 41.1743612], [-8.5727069, 41.1742583], [-8.572842, 41.1741292], [-8.5729738, 41.1739426], [-8.5730263, 41.1738793], [-8.573095, 41.1738159], [-8.5731517, 41.1737742], [-8.5732299, 41.1737325], [-8.5734566, 41.1736368], [-8.5736517, 41.1735498], [-8.5738146, 41.1734546], [-8.5738905, 41.1733686], [-8.5738952, 41.1732837], [-8.5738539, 41.1732036]]",6,0,212.739,0
6925,LineString,"[[-8.573112, 41.1745585], [-8.5732582, 41.1744939], [-8.5733914, 41.1744116]]",6,0,28.612,0
6926,LineString,"[[-8.573112, 41.1745585], [-8.5728864, 41.1746912], [-8.5724718, 41.1750631], [-8.5723739, 41.1751119], [-8.5722557, 41.1751576], [-8.572189, 41.1751671], [-8.5720939, 41.1751704], [-8.571985, 41.1751588], [-8.5718382, 41.1751386], [-8.5717547, 41.1751324], [-8.5716346, 41.1751384], [-8.5715703, 41.1751464], [-8.571506, 41.1751606], [-8.5714038, 41.175195], [-8.5713108, 41.1752506], [-8.5712279, 41.1753214], [-8.5710072, 41.1756119]]",6,0,229.419,0
6927,LineString,"[[-8.5672298, 41.1747243], [-8.5677654, 41.1742389]]",2,3,70.163,0
6928,LineString,"[[-8.5679643, 41.174913], [-8.5687111, 41.1746535], [-8.5691385, 41.1743762], [-8.5692812, 41.1743234]]",6,0,129.38,0
6929,LineString,"[[-8.5847188, 41.1754615], [-8.5847897, 41.1754557], [-8.5849531, 41.1755005], [-8.5851502, 41.1755526], [-8.5852469, 41.1755411], [-8.585343, 41.1754743]]",6,0,57.15,0
6930,LineString,"[[-8.5847188, 41.1754615], [-8.5847349, 41.1753982], [-8.5847765, 41.1753137], [-8.585343, 41.1754743]]",6,0,67.851,0
6931,LineString,"[[-8.5847188, 41.1754615], [-8.5846556, 41.1754942], [-8.5844722, 41.1758495], [-8.5840611, 41.1766367], [-8.5840321, 41.1768298], [-8.584053, 41.1777232]]",6,0,263.822,0
6932,LineString,"[[-8.585343, 41.1754743], [-8.585763, 41.1746934]]",6,0,93.678,0
6933,LineString,"[[-8.585343, 41.1754743], [-8.5852469, 41.1755411], [-8.5851502, 41.1755526], [-8.5849531, 41.1755005], [-8.5847897, 41.1754557], [-8.5847188, 41.1754615]]",6,0,57.15,0
6934,LineString,"[[-8.585343, 41.1754743], [-8.5847765, 41.1753137], [-8.5847349, 41.1753982], [-8.5847188, 41.1754615]]",6,0,67.851,0
